median_house_value,total_bedrooms,population,house_holds,median_income,rooms_per_househole,population_per_househole,bedrooms_ratio
4.885,301.0,802.0,278.0,6.015,6.79,2.88,0.16
5.00001,373.0,877.0,372.0,5.7361,6.45,2.36,0.16
4.875,165.0,391.0,167.0,3.7778,6.04,2.34,0.16
5.00001,148.0,329.0,169.0,10.5045,6.02,1.95,0.15
3.656,873.0,2069.0,901.0,4.1071,4.87,2.3,0.2
3.5,123.0,388.0,124.0,5.0254,5.77,3.13,0.17
3.277,427.0,1008.0,393.0,3.9408,4.4,2.56,0.25
3.189,469.0,987.0,397.0,5.0951,5.53,2.49,0.21
3.117,296.0,672.0,285.0,4.875,5.03,2.36,0.21
5.00001,1105.0,3152.0,1076.0,5.9541,5.78,2.93,0.18
3.089,572.0,1469.0,557.0,3.7167,5.02,2.64,0.2
2.858,717.0,1593.0,680.0,4.0536,4.79,2.34,0.22
2.547,563.0,1374.0,530.0,3.2472,4.32,2.59,0.25
2.779,991.0,2420.0,947.0,4.0425,4.71,2.56,0.22
2.448,298.0,729.0,278.0,3.1648,5.09,2.62,0.21
2.799,658.0,1675.0,602.0,3.8287,4.86,2.78,0.23
3.151,467.0,1264.0,488.0,4.1477,4.88,2.59,0.2
2.864,1037.0,2102.0,959.0,3.1275,4.5,2.19,0.24
2.5,352.0,711.0,304.0,3.3958,5.27,2.34,0.22
3.838,819.0,2411.0,819.0,3.5804,5.58,2.94,0.18
2.711,1634.0,3240.0,1568.0,3.6797,4.23,2.07,0.25
5.00001,1626.0,4168.0,1584.0,8.1782,6.95,2.63,0.15
5.00001,704.0,2071.0,668.0,8.3609,7.73,3.1,0.14
5.00001,234.0,654.0,223.0,8.2064,7.16,2.93,0.15
5.00001,400.0,1042.0,393.0,6.9742,6.5,2.65,0.16
5.00001,369.0,966.0,375.0,10.1241,7.01,2.58,0.14
5.00001,702.0,1433.0,624.0,8.0838,7.08,2.3,0.16
5.00001,575.0,1490.0,577.0,11.9993,8.32,2.58,0.12
5.00001,563.0,1582.0,551.0,10.898,7.99,2.87,0.13
5.00001,562.0,1653.0,548.0,12.9758,8.74,3.02,0.12
5.00001,260.0,635.0,240.0,11.6648,8.92,2.65,0.12
5.00001,991.0,2808.0,946.0,10.06,7.99,2.97,0.13
5.00001,406.0,1101.0,391.0,10.5536,7.84,2.82,0.13
5.00001,303.0,802.0,300.0,8.0957,6.98,2.67,0.14
5.00001,876.0,2540.0,880.0,10.1447,7.2,2.89,0.14
5.00001,1537.0,4649.0,1504.0,9.821,7.55,3.09,0.14
4.183,2207.0,4713.0,2043.0,6.3064,5.36,2.31,0.2
5.00001,1620.0,4474.0,1576.0,7.7042,6.63,2.84,0.16
5.00001,776.0,2357.0,790.0,8.5421,6.34,2.98,0.16
5.00001,2604.0,6897.0,2492.0,8.2831,7.06,2.77,0.15
5.00001,674.0,1871.0,636.0,15.0001,8.78,2.94,0.12
5.00001,1132.0,3392.0,1132.0,10.0973,7.31,3.0,0.14
5.00001,1290.0,3176.0,1159.0,7.6986,7.14,2.74,0.16
5.00001,233.0,475.0,228.0,7.5594,5.23,2.08,0.2
5.00001,51.0,128.0,46.0,9.8091,6.76,2.78,0.16
4.168,956.0,2757.0,936.0,6.6447,6.17,2.95,0.17
4.147,709.0,1873.0,719.0,6.5704,6.24,2.61,0.16
3.573,474.0,1303.0,457.0,4.6042,5.94,2.85,0.17
3.964,393.0,1031.0,373.0,6.287,6.27,2.76,0.17
5.00001,595.0,1534.0,557.0,9.8214,7.62,2.75,0.14
5.00001,398.0,1048.0,387.0,9.267,7.74,2.71,0.13
5.00001,135.0,366.0,142.0,11.6677,7.61,2.58,0.13
5.00001,794.0,2248.0,806.0,10.1357,7.56,2.79,0.13
5.00001,95.0,259.0,106.0,6.887,5.92,2.44,0.15
2.0,501.0,998.0,503.0,2.4432,2.87,1.98,0.35
2.889,634.0,1108.0,593.0,1.6081,3.35,1.87,0.32
2.667,785.0,1526.0,793.0,3.0349,3.41,1.92,0.29
2.361,689.0,1334.0,662.0,2.5444,3.37,2.02,0.31
3.125,883.0,1594.0,843.0,1.7558,3.36,1.89,0.31
3.136,465.0,773.0,429.0,2.6,3.77,1.8,0.29
2.438,1170.0,1845.0,1134.0,2.0205,3.05,1.63,0.34
2.833,728.0,1365.0,718.0,2.0702,3.28,1.9,0.31
3.0,2010.0,2913.0,1939.0,2.875,3.66,1.5,0.28
2.0,458.0,874.0,468.0,2.5812,2.97,1.87,0.33
3.833,300.0,526.0,294.0,2.6136,3.78,1.79,0.27
3.833,344.0,547.0,309.0,3.2159,4.37,1.77,0.26
3.0,1295.0,1690.0,1229.0,3.0156,3.59,1.38,0.29
5.00001,865.0,1347.0,841.0,4.0651,3.78,1.6,0.27
2.25,1827.0,2559.0,1755.0,3.2818,3.62,1.46,0.29
3.417,1253.0,1766.0,1170.0,3.1517,3.63,1.51,0.3
4.0,172.0,257.0,147.0,5.5224,4.29,1.75,0.27
3.125,1202.0,1847.0,1128.0,2.6713,3.88,1.64,0.27
4.314,360.0,652.0,346.0,2.945,4.27,1.88,0.24
3.353,1312.0,1910.0,1243.0,2.8889,3.64,1.54,0.29
4.308,304.0,444.0,282.0,3.5114,4.41,1.57,0.24
4.5,288.0,370.0,264.0,3.9375,4.64,1.4,0.23
2.813,2437.0,3148.0,2274.0,3.5659,3.63,1.38,0.29
2.729,1352.0,1799.0,1220.0,2.5784,3.28,1.47,0.34
3.625,1214.0,1634.0,1097.0,3.6207,3.93,1.49,0.28
4.25,608.0,785.0,548.0,4.4167,4.28,1.43,0.26
3.75,230.0,349.0,210.0,3.067,3.97,1.66,0.28
5.00001,510.0,1351.0,520.0,15.0001,7.65,2.6,0.13
5.00001,283.0,857.0,259.0,15.0001,10.37,3.31,0.11
5.00001,464.0,1407.0,422.0,15.0001,8.91,3.33,0.12
5.00001,439.0,1266.0,413.0,15.0001,9.24,3.07,0.12
5.00001,302.0,809.0,291.0,15.0001,9.33,2.78,0.11
5.00001,392.0,1024.0,370.0,15.0001,9.6,2.77,0.11
5.00001,261.0,770.0,248.0,15.0001,9.73,3.1,0.11
5.00001,394.0,1163.0,361.0,15.0001,9.87,3.22,0.11
5.00001,142.0,408.0,138.0,15.0001,8.71,2.96,0.12
5.00001,596.0,1235.0,561.0,4.4896,4.99,2.2,0.21
5.00001,1281.0,2243.0,1159.0,4.2386,4.57,1.94,0.24
5.00001,553.0,1153.0,564.0,5.7762,5.57,2.04,0.18
5.00001,1710.0,2665.0,1520.0,3.8088,4.35,1.75,0.26
5.00001,593.0,850.0,520.0,2.9107,4.17,1.63,0.27
5.00001,395.0,690.0,365.0,3.3438,4.55,1.89,0.24
5.00001,291.0,690.0,259.0,6.2344,5.83,2.66,0.19
5.00001,194.0,503.0,194.0,8.0095,6.25,2.59,0.16
5.00001,217.0,578.0,205.0,7.6771,6.4,2.82,0.17
5.00001,397.0,873.0,382.0,3.8158,4.92,2.29,0.21
5.00001,705.0,1291.0,654.0,5.3316,4.55,1.97,0.24
5.00001,831.0,1649.0,759.0,3.3295,4.35,2.17,0.25
5.00001,873.0,1725.0,838.0,4.1455,4.51,2.06,0.23
5.00001,967.0,1438.0,887.0,3.6964,4.12,1.62,0.26
5.00001,326.0,646.0,284.0,8.2961,6.59,2.27,0.17
5.00001,362.0,748.0,349.0,6.6343,7.17,2.14,0.14
5.00001,556.0,1015.0,506.0,4.1411,5.27,2.01,0.21
5.00001,1057.0,1830.0,969.0,5.5321,5.15,1.89,0.21
5.00001,626.0,1076.0,571.0,3.9904,5.22,1.88,0.21
5.00001,34.0,1154.0,28.0,9.337,7.29,41.21,0.17
5.00001,291.0,810.0,270.0,13.8556,8.95,3.0,0.12
5.00001,340.0,964.0,339.0,13.3036,7.66,2.84,0.13
5.00001,345.0,859.0,306.0,8.0257,7.78,2.81,0.14
5.00001,374.0,1143.0,375.0,15.0001,8.0,3.05,0.12
5.00001,317.0,769.0,277.0,8.3839,8.06,2.78,0.14
5.00001,951.0,1532.0,868.0,4.8125,4.68,1.76,0.23
4.351,927.0,1487.0,865.0,4.1827,4.69,1.72,0.23
5.00001,167.0,483.0,178.0,11.7045,7.76,2.71,0.12
5.00001,208.0,547.0,186.0,7.8705,8.1,2.94,0.14
5.00001,245.0,671.0,242.0,7.7572,7.07,2.77,0.14
5.00001,394.0,851.0,355.0,6.48,6.05,2.4,0.18
5.00001,905.0,1468.0,923.0,3.8571,4.41,1.59,0.22
5.00001,1755.0,2713.0,1577.0,5.0867,4.7,1.72,0.24
4.367,1293.0,1985.0,1244.0,4.252,3.98,1.6,0.26
3.833,1784.0,2767.0,1698.0,3.6451,3.75,1.63,0.28
4.833,1482.0,2313.0,1451.0,3.3266,3.52,1.59,0.29
2.917,1013.0,1492.0,943.0,2.775,3.1,1.58,0.35
3.5,934.0,1334.0,870.0,2.9934,3.35,1.53,0.32
5.00001,738.0,1014.0,633.0,3.1433,4.36,1.6,0.27
4.421,900.0,1456.0,836.0,4.5208,4.61,1.74,0.23
4.5,808.0,1208.0,745.0,3.6769,4.23,1.62,0.26
4.708,1185.0,1945.0,1177.0,4.1365,4.01,1.65,0.25
3.536,476.0,1143.0,448.0,2.8981,4.0,2.55,0.27
4.75,752.0,1548.0,679.0,2.9125,3.75,2.28,0.3
3.3,799.0,1238.0,793.0,3.1563,3.42,1.56,0.29
5.00001,277.0,724.0,277.0,8.9616,7.06,2.61,0.14
5.00001,741.0,1435.0,690.0,4.3158,5.48,2.08,0.2
5.00001,285.0,610.0,262.0,3.9659,5.32,2.33,0.2
5.00001,535.0,979.0,500.0,3.6667,5.08,1.96,0.21
3.5,748.0,1310.0,706.0,4.516,4.12,1.86,0.26
3.479,784.0,1323.0,740.0,3.3889,4.09,1.79,0.26
3.818,401.0,1074.0,375.0,3.5076,4.08,2.86,0.26
2.906,882.0,1523.0,823.0,3.7381,3.99,1.85,0.27
3.405,681.0,1303.0,625.0,3.5987,4.23,2.08,0.26
3.1,284.0,414.0,272.0,1.3333,3.32,1.52,0.31
3.75,483.0,1106.0,481.0,2.5261,2.6,2.3,0.39
3.75,542.0,1019.0,487.0,2.7072,3.25,2.09,0.34
3.667,687.0,1026.0,592.0,3.1635,3.51,1.73,0.33
3.273,631.0,1042.0,596.0,2.75,3.3,1.75,0.32
3.25,283.0,886.0,284.0,3.125,4.38,3.12,0.23
3.375,124.0,317.0,130.0,2.2794,4.02,2.44,0.24
2.333,833.0,1953.0,800.0,2.6639,2.91,2.44,0.36
2.975,651.0,1759.0,584.0,2.3382,3.7,3.01,0.3
2.5,16.0,150.0,20.0,2.625,3.6,7.5,0.22
3.325,774.0,2223.0,732.0,2.0745,4.18,3.04,0.25
3.308,609.0,1425.0,562.0,2.2917,3.61,2.54,0.3
2.938,460.0,983.0,422.0,2.7019,3.75,2.33,0.29
4.5,582.0,716.0,543.0,1.5132,2.57,1.32,0.42
5.00001,252.0,333.0,174.0,1.9722,3.74,1.91,0.39
5.00001,502.0,679.0,459.0,2.3098,2.7,1.48,0.4
3.815,804.0,1410.0,782.0,4.0893,3.65,1.8,0.28
3.7,743.0,1058.0,668.0,3.2061,3.87,1.58,0.29
4.25,954.0,1561.0,901.0,3.4852,3.42,1.73,0.31
5.00001,1071.0,1463.0,986.0,3.0369,3.46,1.48,0.31
3.538,458.0,719.0,392.0,4.4,4.67,1.83,0.25
3.844,302.0,668.0,280.0,4.2813,4.5,2.39,0.24
3.405,301.0,574.0,312.0,3.1304,4.07,1.84,0.24
4.5,1067.0,1749.0,1000.0,3.9722,4.15,1.75,0.26
5.0,479.0,741.0,431.0,3.6121,4.01,1.72,0.28
5.00001,395.0,521.0,368.0,2.6736,3.69,1.42,0.29
5.00001,975.0,1268.0,952.0,3.2609,3.66,1.33,0.28
4.444,549.0,986.0,557.0,2.7254,3.83,1.77,0.26
4.708,475.0,1019.0,448.0,4.793,4.85,2.27,0.22
4.629,557.0,1047.0,478.0,4.4211,5.66,2.19,0.21
3.983,611.0,1023.0,567.0,3.755,3.88,1.8,0.28
4.182,201.0,482.0,207.0,2.5417,3.63,2.33,0.27
5.00001,322.0,664.0,301.0,4.0,5.45,2.21,0.2
5.00001,239.0,688.0,269.0,6.8901,5.13,2.56,0.17
4.801,343.0,958.0,382.0,6.1014,5.28,2.51,0.17
4.611,304.0,393.0,250.0,2.9167,4.64,1.57,0.26
4.13,471.0,837.0,422.0,3.7727,4.22,1.98,0.26
4.219,700.0,1212.0,645.0,3.4583,4.58,1.88,0.24
4.934,201.0,565.0,219.0,6.3521,5.62,2.58,0.16
4.562,970.0,1690.0,871.0,3.0476,4.37,1.94,0.26
4.73,502.0,1225.0,501.0,6.0436,5.13,2.45,0.2
4.054,776.0,1569.0,763.0,5.2571,4.72,2.06,0.22
1.964,44.0,138.0,52.0,2.125,4.1,2.65,0.21
2.664,441.0,1295.0,432.0,3.9537,4.43,3.0,0.23
2.686,486.0,1343.0,481.0,3.9615,4.36,2.79,0.23
2.794,636.0,1312.0,574.0,3.5909,4.26,2.29,0.26
3.145,421.0,1042.0,375.0,3.4375,4.21,2.78,0.27
3.041,2075.0,3922.0,1920.0,4.7612,4.96,2.04,0.22
3.406,285.0,543.0,294.0,2.3571,3.74,1.85,0.26
3.229,647.0,1091.0,597.0,4.1296,4.22,1.83,0.26
3.551,918.0,2101.0,888.0,3.9688,4.98,2.37,0.21
3.563,262.0,618.0,266.0,5.4035,5.62,2.32,0.18
3.328,137.0,371.0,132.0,4.6932,4.49,2.81,0.23
4.857,269.0,826.0,268.0,5.2035,5.84,3.08,0.17
3.692,418.0,1030.0,402.0,6.603,6.5,2.56,0.16
3.149,135.0,402.0,142.0,5.1322,4.31,2.83,0.22
3.391,386.0,1104.0,345.0,4.056,4.25,3.2,0.26
3.294,335.0,872.0,339.0,4.85,5.36,2.57,0.18
3.36,258.0,751.0,259.0,5.444,5.92,2.9,0.17
3.281,240.0,704.0,217.0,5.9632,5.9,3.24,0.19
3.267,213.0,591.0,227.0,5.4663,5.4,2.6,0.17
3.443,385.0,1012.0,367.0,4.6687,5.78,2.76,0.18
3.516,253.0,693.0,268.0,5.7405,5.32,2.59,0.18
3.335,394.0,961.0,365.0,4.5982,5.51,2.63,0.2
3.31,259.0,689.0,261.0,5.5284,5.46,2.64,0.18
5.00001,449.0,1218.0,426.0,5.3683,5.88,2.86,0.18
3.025,529.0,1290.0,514.0,4.7031,3.89,2.51,0.26
2.853,974.0,2475.0,924.0,2.8797,3.58,2.68,0.29
3.05,438.0,997.0,436.0,2.9213,3.9,2.29,0.26
2.714,70.0,268.0,73.0,2.55,4.44,3.67,0.22
3.298,355.0,883.0,371.0,5.0357,4.87,2.38,0.2
2.75,20.0,69.0,19.0,3.9643,5.53,3.63,0.19
3.25,299.0,734.0,257.0,3.2708,4.43,2.86,0.26
3.143,358.0,1008.0,340.0,3.7614,3.94,2.96,0.27
3.23,451.0,1190.0,429.0,3.8021,4.88,2.77,0.22
2.75,72.0,156.0,70.0,5.9641,4.36,2.23,0.24
5.00001,5419.0,7431.0,4930.0,5.3359,3.68,1.51,0.3
2.283,3039.0,5127.0,2839.0,4.6277,3.98,1.81,0.27
4.391,564.0,1400.0,568.0,8.6718,7.07,2.46,0.14
3.137,648.0,1449.0,614.0,5.3194,6.03,2.36,0.18
3.97,543.0,1305.0,520.0,5.1695,6.21,2.51,0.17
5.00001,1012.0,2519.0,1004.0,6.8112,7.08,2.51,0.14
4.925,226.0,740.0,266.0,6.431,7.06,2.78,0.12
2.704,503.0,1389.0,504.0,5.3462,6.75,2.76,0.15
2.691,439.0,1115.0,459.0,5.0514,5.97,2.43,0.16
2.871,548.0,1145.0,524.0,4.1375,5.07,2.19,0.21
2.689,368.0,909.0,364.0,4.6406,5.51,2.5,0.18
2.221,401.0,679.0,334.0,3.2021,5.28,2.03,0.23
3.149,513.0,1183.0,473.0,5.0407,6.73,2.5,0.16
3.133,411.0,1108.0,406.0,5.8993,7.05,2.73,0.14
2.476,169.0,486.0,176.0,4.2917,6.33,2.76,0.15
2.968,372.0,1018.0,359.0,4.0,6.87,2.84,0.15
1.794,199.0,437.0,178.0,3.7344,6.22,2.46,0.18
1.83,205.0,497.0,190.0,3.825,6.17,2.62,0.17
3.72,395.0,1063.0,409.0,6.939,7.08,2.6,0.14
4.72,1934.0,5452.0,1875.0,9.1232,7.62,2.91,0.14
5.00001,140.0,324.0,131.0,6.4018,5.48,2.47,0.19
4.07,472.0,1054.0,457.0,6.4504,5.24,2.31,0.2
4.385,438.0,960.0,395.0,7.6091,5.64,2.43,0.2
3.8,181.0,399.0,176.0,6.91,4.92,2.27,0.21
4.333,59.0,149.0,64.0,4.625,4.98,2.33,0.18
5.00001,40.0,117.0,41.0,9.7646,4.98,2.85,0.2
5.00001,365.0,907.0,366.0,10.076,6.99,2.48,0.14
4.481,690.0,1521.0,653.0,5.8735,5.81,2.33,0.18
5.00001,2206.0,6214.0,2118.0,9.1228,7.81,2.93,0.13
5.00001,17.0,55.0,21.0,3.9934,4.86,2.62,0.17
5.00001,1594.0,3029.0,1227.0,6.7273,9.17,2.47,0.14
5.00001,716.0,2030.0,674.0,6.5571,6.46,3.01,0.16
3.773,402.0,857.0,317.0,4.5333,7.11,2.7,0.18
3.185,4407.0,9873.0,4012.0,5.4032,5.95,2.46,0.18
3.992,4093.0,12873.0,3931.0,8.0137,7.73,3.27,0.13
3.567,179.0,647.0,180.0,6.8474,6.35,3.59,0.16
3.461,387.0,1228.0,379.0,5.3749,7.78,3.24,0.13
5.00001,1058.0,2484.0,965.0,5.8788,7.78,2.57,0.14
3.855,1730.0,4054.0,1671.0,6.9935,6.98,2.43,0.15
5.00001,504.0,1143.0,466.0,5.8548,6.44,2.45,0.17
5.00001,686.0,2782.0,584.0,7.9184,5.97,4.76,0.2
5.00001,244.0,970.0,172.0,8.0144,8.19,5.64,0.17
5.00001,2611.0,5175.0,2173.0,7.7848,7.36,2.38,0.16
5.00001,578.0,1509.0,509.0,8.4476,7.54,2.96,0.15
5.00001,215.0,487.0,199.0,6.83,6.75,2.45,0.16
5.00001,693.0,1560.0,636.0,8.8666,6.98,2.45,0.16
5.00001,467.0,606.0,326.0,8.4331,6.27,1.86,0.23
5.00001,584.0,1530.0,601.0,7.4001,5.9,2.55,0.16
5.00001,1465.0,2750.0,1208.0,8.7364,7.28,2.28,0.17
1.067,625.0,1694.0,540.0,2.9541,5.52,3.14,0.21
1.151,1251.0,4614.0,1266.0,4.002,5.32,3.64,0.19
1.2,1864.0,6163.0,1781.0,3.8803,5.76,3.46,0.18
1.239,646.0,1733.0,510.0,3.46,6.88,3.4,0.18
1.048,285.0,797.0,248.0,2.4348,4.91,3.21,0.23
1.5,514.0,1228.0,512.0,2.5764,5.09,2.4,0.2
1.44,4171.0,10493.0,3671.0,4.0211,6.37,2.86,0.18
1.401,1184.0,3489.0,1115.0,5.3267,6.66,3.13,0.16
1.257,390.0,1219.0,363.0,4.6417,6.83,3.36,0.16
1.315,875.0,2439.0,779.0,4.6629,6.83,3.13,0.16
0.968,397.0,1269.0,388.0,2.75,5.56,3.27,0.18
1.026,124.0,347.0,121.0,4.025,5.93,2.87,0.17
1.875,177.0,425.0,142.0,2.67,6.15,2.99,0.2
1.594,1182.0,2602.0,1007.0,2.4012,5.77,2.58,0.2
1.411,1647.0,4562.0,1427.0,4.9806,7.26,3.2,0.16
1.385,804.0,1543.0,563.0,2.8548,8.1,2.74,0.18
1.375,819.0,1524.0,795.0,2.415,4.92,1.92,0.21
1.04,823.0,2789.0,793.0,2.5179,5.33,3.52,0.19
2.25,10.0,14.0,7.0,1.125,5.71,2.0,0.25
1.3,885.0,2833.0,874.0,4.3229,5.62,3.24,0.18
0.938,500.0,1078.0,446.0,1.1296,4.36,2.42,0.26
1.088,765.0,1986.0,673.0,3.682,5.45,2.95,0.21
1.135,501.0,1580.0,523.0,3.7804,5.77,3.02,0.17
1.011,662.0,1337.0,602.0,2.4432,4.43,2.22,0.25
1.003,374.0,1108.0,360.0,3.4327,5.88,3.08,0.18
1.196,485.0,1447.0,489.0,4.2679,5.76,2.96,0.17
1.265,342.0,775.0,309.0,4.5455,5.51,2.51,0.2
0.854,832.0,1571.0,695.0,2.5902,4.31,2.26,0.28
1.075,234.0,712.0,249.0,3.25,5.22,2.86,0.18
1.109,900.0,2240.0,861.0,3.7807,5.0,2.6,0.21
1.469,2953.0,6291.0,2654.0,3.5732,4.64,2.37,0.24
2.472,201.0,551.0,186.0,4.6591,6.76,2.96,0.16
1.181,361.0,1057.0,300.0,4.625,7.27,3.52,0.17
1.172,998.0,2680.0,882.0,4.1719,6.81,3.04,0.17
1.014,250.0,709.0,250.0,3.5625,5.35,2.84,0.19
0.93,461.0,1482.0,374.0,2.8194,6.28,3.96,0.2
0.869,248.0,588.0,270.0,1.1917,4.31,2.18,0.21
0.977,309.0,842.0,300.0,2.5278,5.01,2.81,0.21
0.984,317.0,678.0,290.0,2.0182,4.16,2.34,0.26
1.021,614.0,1071.0,574.0,1.2532,3.46,1.87,0.31
1.163,454.0,1192.0,452.0,3.9615,5.96,2.64,0.17
1.277,494.0,1365.0,478.0,4.8787,6.1,2.86,0.17
1.268,583.0,1974.0,545.0,3.9028,5.71,3.62,0.19
1.0,327.0,708.0,298.0,3.2699,4.83,2.38,0.23
0.949,327.0,696.0,304.0,2.1167,4.54,2.29,0.24
1.636,601.0,1817.0,571.0,4.7875,6.01,3.18,0.18
1.464,370.0,704.0,330.0,2.1979,6.17,2.13,0.18
1.634,1503.0,7694.0,1278.0,4.875,7.1,6.02,0.17
1.719,803.0,2188.0,724.0,4.1667,6.74,3.02,0.16
1.856,773.0,2288.0,724.0,6.6772,7.38,3.16,0.14
1.679,1822.0,5731.0,1692.0,5.0285,6.66,3.39,0.16
1.403,1555.0,3723.0,1389.0,4.5659,6.01,2.68,0.19
1.268,326.0,913.0,314.0,3.9963,5.67,2.91,0.18
1.732,253.0,731.0,233.0,5.7049,6.7,3.14,0.16
1.797,408.0,1162.0,384.0,4.3636,6.14,3.03,0.17
1.382,387.0,1059.0,338.0,3.6382,7.77,3.13,0.15
1.524,662.0,1867.0,586.0,4.9,6.5,3.19,0.17
1.401,814.0,2313.0,756.0,3.0441,5.29,3.06,0.2
1.363,348.0,766.0,335.0,3.5673,5.45,2.29,0.19
1.854,129.0,314.0,106.0,3.2125,5.21,2.96,0.23
2.184,1372.0,2837.0,1221.0,3.3173,5.65,2.32,0.2
2.649,273.0,884.0,299.0,4.8409,4.68,2.96,0.2
1.489,375.0,913.0,372.0,4.3456,5.0,2.45,0.2
1.567,587.0,1558.0,510.0,5.0839,6.04,3.05,0.19
1.516,814.0,2164.0,710.0,4.2941,5.81,3.05,0.2
1.375,26.0,53.0,14.0,1.4091,5.79,3.79,0.32
1.256,125.0,485.0,104.0,2.7396,6.55,4.66,0.18
1.327,1060.0,3569.0,999.0,3.1946,5.62,3.57,0.19
1.358,647.0,2169.0,619.0,3.9766,5.63,3.5,0.19
1.41,559.0,1681.0,531.0,3.8594,5.47,3.17,0.19
1.357,535.0,1492.0,491.0,4.0945,5.73,3.04,0.19
0.992,416.0,1239.0,397.0,1.9722,3.87,3.12,0.27
0.969,55.0,261.0,53.0,2.1413,4.68,4.92,0.22
2.281,606.0,1677.0,578.0,4.1573,6.16,2.9,0.17
2.922,336.0,978.0,332.0,7.1381,7.42,2.95,0.14
2.044,1549.0,4098.0,1367.0,6.4865,8.05,3.0,0.14
0.945,497.0,1459.0,443.0,2.3958,4.94,3.29,0.23
1.114,429.0,1067.0,397.0,3.7344,5.32,2.69,0.2
1.541,1139.0,3123.0,930.0,4.9904,7.84,3.36,0.16
2.621,408.0,1048.0,380.0,4.7097,6.51,2.76,0.17
2.224,2145.0,5839.0,1806.0,5.3799,7.94,3.23,0.15
1.811,427.0,1273.0,426.0,5.9508,6.04,2.99,0.17
1.026,650.0,1949.0,537.0,2.0547,4.87,3.63,0.25
1.135,475.0,1746.0,483.0,3.7464,4.91,3.61,0.2
1.676,1892.0,4892.0,1621.0,3.7636,6.1,3.02,0.19
1.485,1154.0,3427.0,1104.0,3.9936,5.84,3.1,0.18
1.035,306.0,774.0,267.0,3.275,5.58,2.9,0.21
1.069,603.0,1517.0,573.0,2.6658,4.96,2.65,0.21
1.381,4335.0,11973.0,3933.0,3.3086,5.18,3.04,0.21
1.429,1683.0,4970.0,1535.0,4.5266,6.36,3.24,0.17
1.466,186.0,631.0,168.0,4.1719,6.63,3.76,0.17
1.074,601.0,1929.0,567.0,4.0147,6.02,3.4,0.18
1.093,258.0,899.0,260.0,3.86,5.74,3.46,0.17
1.163,857.0,2169.0,811.0,3.0101,4.75,2.67,0.22
1.455,1821.0,5871.0,1790.0,4.2329,5.73,3.28,0.18
1.372,887.0,2846.0,824.0,4.5615,6.24,3.45,0.17
1.543,1780.0,4546.0,1598.0,4.0729,6.16,2.84,0.18
1.513,1706.0,5391.0,1529.0,5.083,6.97,3.53,0.16
1.374,530.0,1368.0,430.0,4.071,6.28,3.18,0.2
1.418,2971.0,8152.0,2651.0,4.5237,6.1,3.08,0.18
2.399,459.0,1236.0,404.0,4.8667,6.93,3.06,0.16
2.252,2866.0,8721.0,2803.0,5.9507,6.19,3.11,0.17
5.00001,560.0,1573.0,496.0,10.0285,8.96,3.17,0.13
3.333,592.0,1710.0,580.0,5.9171,6.02,2.95,0.17
3.116,735.0,2298.0,717.0,6.5538,6.31,3.21,0.16
3.404,908.0,2275.0,790.0,4.7778,7.36,2.88,0.16
2.94,405.0,1119.0,370.0,4.7437,5.9,3.02,0.19
3.191,465.0,1773.0,459.0,4.8295,5.94,3.86,0.17
1.508,598.0,1502.0,540.0,3.7043,6.39,2.78,0.17
1.594,342.0,806.0,299.0,4.5769,6.34,2.7,0.18
1.65,597.0,1355.0,472.0,3.2765,6.33,2.87,0.2
1.953,4798.0,10475.0,4490.0,4.542,5.78,2.33,0.18
2.202,190.0,689.0,216.0,6.0097,5.97,3.19,0.15
2.518,1056.0,3032.0,1004.0,5.9263,6.55,3.02,0.16
1.875,12.0,29.0,17.0,3.375,4.94,1.71,0.14
2.394,1683.0,4956.0,1483.0,5.5061,6.92,3.34,0.16
1.85,148.0,519.0,162.0,5.3209,5.77,3.2,0.16
2.332,507.0,1356.0,484.0,5.1163,6.23,2.8,0.17
1.855,149.0,508.0,158.0,5.2374,5.24,3.22,0.18
2.178,195.0,650.0,193.0,6.0398,6.66,3.37,0.15
2.362,2527.0,7270.0,2320.0,6.1281,6.61,3.13,0.16
2.201,969.0,3002.0,959.0,5.5981,5.74,3.13,0.18
2.537,1258.0,3733.0,1233.0,6.1082,6.9,3.03,0.15
1.695,525.0,1884.0,513.0,4.7007,5.82,3.67,0.18
3.59,220.0,1355.0,215.0,8.1344,7.04,6.3,0.15
1.879,2574.0,7030.0,2440.0,4.6861,5.49,2.88,0.19
1.996,1409.0,4453.0,1357.0,5.4829,6.08,3.28,0.17
2.134,756.0,2082.0,743.0,4.4107,5.61,2.8,0.18
2.29,259.0,728.0,258.0,5.0166,5.33,2.82,0.19
2.385,228.0,530.0,201.0,3.038,4.54,2.64,0.25
1.83,524.0,1763.0,508.0,5.2887,6.34,3.47,0.16
2.183,580.0,1799.0,576.0,6.2971,6.25,3.12,0.16
1.946,4386.0,9842.0,3886.0,4.2037,5.43,2.53,0.21
2.377,2366.0,7087.0,2169.0,6.3277,7.08,3.27,0.15
4.5,270.0,233.0,169.0,1.9667,5.72,1.38,0.28
1.671,896.0,2062.0,826.0,4.0579,4.88,2.5,0.22
2.363,2474.0,7158.0,2311.0,5.4284,6.18,3.1,0.17
1.55,469.0,1556.0,386.0,3.775,6.1,4.03,0.2
1.546,98.0,8733.0,105.0,4.2391,5.12,83.17,0.18
